50,86
50,86
50,85
50,85
50,84
50,85
50,85
50,84
50,85
50,85
50,86
50,85
50,85
50,85
50,84
50,85
50,85
50,85
50,86
50,85
50,85
50,85
50,84
50,85
50,85
50,85
50,85
50,85
50,85
40,86
40,85
40,85
40,102
40,84
40,84
40,84
40,84
40,85
40,85
40,85
40,85
40,85
40,103
40,83
40,84
40,84
40,85
40,85
40,84
40,85
40,85
40,85
40,101
40,84
40,84
40,85
40,84
40,85
40,85
30,90
30,90
30,91
30,91
30,91
30,91
30,90
30,91
30,91
30,108
30,90
30,90
30,90
30,91
30,90
30,91
30,91
30,91
30,91
30,108
30,91
30,91
30,90
30,91
30,90
30,91
30,91
30,91
30,91
30,108
20,116
20,116
20,133
20,114
20,115
20,115
20,116
20,116
20,115
20,115
20,115
20,115
20,133
20,114
20,115
20,115
20,115
20,115
20,116
20,116
20,116
20,116
20,133
20,115
20,115
20,115
20,117
20,115
20,115
20,115
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10,377
10,379
10,379
10,378
10,379
10,378
10,379
10,378
10,378
10,378
10,378
10,378
10,379
10,377
10,379
10,378
10,377
10,378
10,379
10,377
10,379
10,378
10,378
10,378
10,379
10,379
10,377
10,379
10,378
8,
8,377
8,377
8,377
8,377
8,378
8,378
8,378
8,378
8,378
8,395
8,377
8,377
8,377
8,377
8,377
8,378
8,378
8,377
8,395
8,395
8,377
8,377
8,377
8,376
8,378
8,378
8,378
8,377
8,397
6,
6,461
6,461
6,460
6,460
6,461
6,459
6,461
6,460
6,460
6,460
6,461
6,461
6,461
6,461
6,460
6,461
6,460
6,461
6,460
6,460
6,461
6,462
6,460
6,462
6,461
6,461
6,461
6,461
6,461
4,
4,602
4,604
4,603
4,605
4,606
4,603
4,605
4,604
4,624
4,605
4,602
4,604
4,604
4,604
4,606
4,604
4,604
4,603
4,622
4,602
4,604
4,603
4,603
4,604
4,603
4,604
4,603
4,604
4,604
2,854
2,854
2,854
2,854
2,855
2,871
2,852
2,853
2,855
2,852
2,854
2,853
2,854
2,852
2,854
2,871
2,851
2,853
2,854
2,854
2,854
2,854
2,853
2,854
2,854
2,855
2,853
2,854
2,854
2,855
