500,437
500,437
500,437
500,437
500,437
500,436
500,436
500,437
500,437
500,437
500,438
500,437
500,437
500,436
500,437
500,437
500,437
500,438
500,437
500,437
500,437
500,437
500,438
500,437
500,437
500,437
500,438
500,437
500,436
400,432
400,431
400,432
400,445
400,444
400,432
400,431
400,432
400,431
400,431
400,433
400,433
400,432
400,444
400,431
400,432
400,431
400,431
400,431
400,431
400,431
400,432
400,431
400,445
400,432
400,432
400,431
400,433
400,432
400,432
300,450
300,449
300,449
300,448
300,449
300,448
300,448
300,449
300,449
300,449
300,449
300,449
300,449
300,449
300,448
300,449
300,450
300,448
300,461
300,449
300,450
300,449
300,449
300,449
300,448
300,449
300,449
300,450
300,458
300,449
200,477
200,476
200,477
200,477
200,478
200,477
200,476
200,477
200,477
200,476
200,477
200,477
200,477
200,476
200,477
200,477
200,476
200,477
200,477
200,477
200,477
200,477
200,477
200,477
200,477
200,478
200,478
200,476
200,478
200,477
100,
100,535
100,534
100,529
100,529
100,529
100,530
100,529
100,529
100,530
100,530
100,530
100,529
100,530
100,530
100,529
100,529
100,529
100,529
100,530
100,530
100,528
100,529
100,530
100,529
100,529
100,530
100,530
100,529
100,529
50,762
50,763
50,763
50,763
50,763
50,762
50,764
50,776
50,764
50,763
50,764
50,763
50,762
50,764
50,763
50,763
50,763
50,763
50,764
50,764
50,763
50,764
50,764
50,763
50,763
50,763
50,762
50,764
50,764
50,763
