100,746
100,746
100,746
100,746
100,746
100,746
100,748
100,747
100,747
100,746
100,746
100,746
100,746
100,746
100,746
100,747
100,746
100,746
100,746
100,748
100,747
100,747
100,746
100,747
100,746
100,747
100,745
100,746
100,745
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
150,708
150,709
150,708
150,708
150,709
150,709
150,709
150,708
150,709
150,708
150,709
150,708
150,708
150,710
150,710
150,708
150,708
150,709
150,709
150,709
150,709
150,708
150,709
150,710
150,707
150,708
150,708
150,709
150,708
150,709
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
200,675
200,677
200,675
200,674
200,676
200,675
200,676
200,675
200,675
200,675
200,674
200,676
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,675
200,676
200,676
200,674
200,675
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
250,688
250,688
250,675
250,675
250,675
250,669
250,682
250,670
250,670
250,670
250,669
250,669
250,669
250,670
250,669
250,669
250,669
250,669
250,669
250,669
250,669
250,669
250,670
250,669
250,670
250,670
250,669
250,669
250,670
250,668
250,669
250,669
250,669
250,669
250,669
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
300,681
300,681
300,682
300,680
300,682
300,694
300,682
300,682
300,682
300,681
300,682
300,682
300,682
300,681
300,682
300,681
300,682
300,682
300,680
300,682
300,682
300,682
300,681
300,682
300,681
300,683
300,682
300,681
300,682
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
350,659
350,658
350,658
350,658
350,657
350,659
350,658
350,659
350,657
350,658
350,657
350,658
350,658
350,658
350,659
350,658
350,659
350,657
350,657
350,657
350,657
350,658
350,658
350,657
350,659
350,658
350,658
350,658
350,658
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
400,648
400,647
400,647
400,648
400,647
400,648
400,647
400,647
400,660
400,648
400,646
400,646
400,647
400,647
400,647
400,648
400,647
400,647
400,660
400,648
400,647
400,647
400,646
400,648
400,648
400,648
400,646
400,647
400,647
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
450,647
450,648
450,648
450,648
450,646
450,647
450,648
450,661
450,648
450,648
450,647
450,648
450,647
450,647
450,647
450,647
450,647
450,659
450,648
450,647
450,647
450,648
450,647
450,648
450,648
450,648
450,660
450,660
450,648
